po_ref,vendor_name,product_reference,order_date,difot_date,order_qty,received_qty_before_difot,line_difot_score
PO07701,Simbol Test Systems Inc,23420,2022-07-19 04:23:47,2022-07-26 04:23:47,1.0,2.0,1.0
PO07900,Small Parts & Bearings Pty Ltd,1004964-001,2022-09-08 01:31:54,2022-09-29 01:31:54,500.0,500.0,1.0
PO07492,"DJ MODEL & TOOLING CO.,LIMITED",29000,2022-07-15 05:44:01,2022-07-22 05:44:01,10.0,20.0,1.0
PO07429,NeoPhotonics Corporation,29000,2022-06-06 23:15:48,2022-07-11 23:15:48,500.0,500.0,1.0
PO07412,Open Wiring Systems,1007843-002,2022-06-01 00:29:26,2022-06-08 00:29:26,10.0,0.0,0.0
PO07363,"DJ MODEL & TOOLING CO.,LIMITED",29000,2022-05-19 00:05:59,2022-05-26 00:05:59,10.0,20.0,0.0
PO07496,"DJ MODEL & TOOLING CO.,LIMITED",29000,2022-07-07 01:22:30,2022-07-14 01:22:30,15.0,15.0,1.0
PO07462,GDSI,29000,2022-06-10 20:57:35,2022-07-15 20:57:35,1.0,2.0,1.0
PO07763,Sanitiser Solutions Australia,24015,2022-07-29 03:39:13,2022-09-02 03:39:13,1.0,1.0,1.0
PO07763,Sanitiser Solutions Australia,23008,2022-07-29 03:39:13,2022-09-02 03:39:13,10.0,10.0,1.0
PO07858,Pack & Send North Ryde,29000,2022-08-29 00:07:12,2022-10-03 00:07:12,1.0,0.0,0.0
PO07333,Chubb Fire & Security,60500,2022-05-13 04:17:13,2022-06-17 04:17:13,1.0,1.0,1.0
PO07849,"SUNPE PROTOTYPE (HK) CO., LIMITED",29000,2022-08-24 01:58:47,2022-09-28 01:58:47,5.0,5.0,1.0
PO07857,"Bomatec (Ningbo) Trading Co., Ltd.",29000,2022-08-28 23:00:00,2022-10-02 23:00:00,30.0,30.0,1.0
PO07817,Penn Elcom Online,60500,2022-08-16 04:16:47,2022-09-20 04:16:47,12.0,13.0,1.0
PO07860,Miniature Bearings Australia Pty Ltd (MBA),29000,2022-08-29 01:45:03,2022-10-03 01:45:03,1.0,251.0,1.0
PO07860,Miniature Bearings Australia Pty Ltd (MBA),24015,2022-08-29 01:45:03,2022-10-03 01:45:03,1.0,1.0,1.0
PO07841,Screen Mounts Australia Pty Ltd,60500,2022-08-23 23:55:47,2022-09-27 23:55:47,1.0,3.0,1.0
PO05891,Gorilla Circuits,1001149-015,2021-08-25 23:36:42,2021-09-29 23:36:42,100.0,0.0,0.0
PO07755,Arrow Electronics,29000,2022-07-28 17:57:25,2022-09-01 17:57:25,3000.0,3000.0,1.0
PO07634,LDP LLC,60500,2022-07-07 23:12:38,2022-08-11 23:12:38,1.0,3.0,1.0
PO07438,"DJ MODEL & TOOLING CO.,LIMITED",1003751-001,2022-06-08 03:08:32,2022-07-20 03:08:32,20.0,20.0,1.0
PO07438,"DJ MODEL & TOOLING CO.,LIMITED",1003752-002,2022-06-08 03:08:32,2022-07-13 03:08:32,20.0,20.0,1.0
PO07438,"DJ MODEL & TOOLING CO.,LIMITED",1003753-001,2022-06-08 03:08:32,2022-07-13 03:08:32,20.0,20.0,1.0
PO07438,"DJ MODEL & TOOLING CO.,LIMITED",1003798-001,2022-06-08 03:08:32,2022-07-20 03:08:32,20.0,20.0,1.0
PO07438,"DJ MODEL & TOOLING CO.,LIMITED",1003748-001,2022-06-08 03:08:32,2022-07-20 03:08:32,20.0,20.0,1.0
PO07438,"DJ MODEL & TOOLING CO.,LIMITED",1007744-004,2022-06-08 03:08:32,2022-06-15 03:08:32,20.0,20.0,1.0
PO07438,"DJ MODEL & TOOLING CO.,LIMITED",1007745-004,2022-06-08 03:08:32,2022-06-15 03:08:32,20.0,20.0,1.0
PO07932,Campbells,23008,2022-09-15 00:26:10,2022-10-20 00:26:10,1.0,9.0,1.0
PO07932,Campbells,24015,2022-09-15 00:26:10,2022-10-20 00:26:10,1.0,1.0,1.0
PO07790,"Tower Semiconductor Newport Beach, Inc",29000,2022-08-28 19:51:24,2022-10-02 19:51:24,1.0,0.0,0.0
PO06575,Open Wiring Systems,1008177-001,2021-11-30 23:20:15,2021-12-12 23:20:15,13.0,4.0,0.3076923076923077
PO07533,Solid Photon Inc,29000,2022-07-22 00:46:06,2022-08-26 00:46:06,10.0,10.0,1.0
PO07738,"Tower Semiconductor Newport Beach, Inc",29000,2022-07-25 23:01:55,2022-08-29 23:01:55,1.0,0.0,0.0
PO07837,PCBWay,24015,2022-08-23 04:12:03,2022-09-27 04:12:03,1.0,1.0,1.0
PO07837,PCBWay,29000,2022-08-23 04:12:03,2022-09-27 04:12:03,1.0,4.0,1.0
PO07852,Micro Fasteners Pty Ltd,1002147-001,2022-08-26 00:35:24,2022-09-16 00:35:24,500.0,500.0,1.0
PO07861,SCORPTEC COMPUTERS,60500,2022-08-29 02:44:48,2022-10-03 02:44:48,1.0,1.0,1.0
PO07608,JC International Resources,29000,2022-07-22 11:32:25,2022-08-26 11:32:25,55.0,220.0,1.0
PO07621,Photonwares Co.,60500,2022-07-05 23:30:19,2022-08-09 23:30:19,1.0,2.0,1.0
PO07675,AusOptic International Pty Ltd,1009562-001,2022-07-15 04:54:09,2022-07-22 04:54:09,20.0,0.0,0.0
PO07772,Digi-Key Electronics,29000,2022-08-01 00:07:17,2022-09-05 00:07:17,174.0,261.0,0.0
PO07517,ARNOLD MAGNETICS （SHENZHEN）LTD,29000,2022-07-20 10:27:47,2022-08-24 10:27:47,10.0,82.0,0.0
PO07470,Zhongshan Meisu Technology Co Ltd,1007052-002,2022-06-14 01:46:12,2022-07-26 01:46:12,20.0,20.0,1.0
PO07792,"Mouser Electronics, Inc.",29000,2022-08-03 23:27:14,2022-09-07 23:27:14,10.0,11.0,1.0
PO07643,Digi-Key Electronics,1008123-001,2022-07-11 03:29:52,2022-07-18 03:29:52,5.0,5.0,1.0
PO07623,Edmund Optics Singapore,60500,2022-07-06 00:44:10,2022-08-10 00:44:10,1.0,2.0,1.0
PO07070,Austest Laboratories,29000,2022-03-07 00:08:57,2022-04-11 00:08:57,1.0,1.0,1.0
PO07764,"Mouser Electronics, Inc.",29000,2022-07-29 03:37:13,2022-09-02 03:37:13,10.0,11.0,1.0
PO07766,"Mouser Electronics, Inc.",29000,2022-07-29 04:38:21,2022-09-02 04:38:21,25.0,85.0,1.0
PO07831,ShockWatch Pty Ltd,29000,2022-08-21 23:24:30,2022-09-25 23:24:30,1.0,4.0,1.0
PO07831,ShockWatch Pty Ltd,24015,2022-08-21 23:24:30,2022-09-25 23:24:30,1.0,1.0,1.0
PO07638,Acktar Ltd,29000,2022-08-05 04:05:21,2022-09-09 04:05:21,10.0,15.0,1.0
PO07762,Texas Instruments,29000,2022-07-29 02:17:22,2022-09-02 02:17:22,420.0,470.0,1.0
PO07673,Sydney Tools,29000,2022-07-15 04:00:34,2022-08-19 04:00:34,1.0,0.0,0.0
PO07765,BDC Services,60500,2022-07-29 03:43:20,2022-09-02 03:43:20,1.0,0.0,0.0
PO07958,OPTICA,23300,2022-09-20 22:38:20,2022-09-27 22:38:20,1.0,1.0,1.0
PO07791,RS Components Pty Ltd,60500,2022-08-03 23:21:52,2022-09-07 23:21:52,1.0,112.0,1.0
PO07805,RS Components Pty Ltd,29000,2022-08-11 23:47:40,2022-08-18 23:47:40,1.0,133.0,1.0
PO07838,Talking Slides Ltd.,28000,2022-08-23 23:02:53,2022-09-27 23:02:53,1.0,13.0,1.0
PO07715,Thorlabs Inc,29000,2022-07-21 04:22:03,2022-07-28 04:22:03,2.0,6.0,1.0
PO07591,Open Wiring Systems,1007843-002,2022-06-30 05:19:17,2022-07-07 05:19:17,10.0,10.0,1.0
PO07871,Dell Australia Pty Limited,23500,2022-09-01 22:34:56,2022-09-08 22:34:56,10.0,10.0,1.0
PO07747,Thorlabs Inc,60500,2022-07-27 22:35:13,2022-08-03 22:35:13,1.0,6.0,1.0
PO07445,"Fuzhou Photop Optics Co., Ltd",1001078-003,2022-06-08 04:26:04,2022-07-27 04:26:04,10.0,20.0,1.0
PO07878,FS,60500,2022-09-05 01:17:37,2022-10-10 01:17:37,10.0,10.0,1.0
PO07775,SHANGHAI WAIZONGFU INTERNATIONAL TRADE CO LTD,1007716-003,2022-08-01 22:59:34,2022-09-05 22:59:34,15.0,14.0,0.9333333333333333
PO08065,Aussie Dinkum Calibration,23420,2022-10-20 04:36:14,2022-10-27 04:36:14,1.0,8.0,0.9333333333333333
PO08065,Aussie Dinkum Calibration,24015,2022-10-20 04:36:14,2022-11-24 04:36:14,1.0,1.0,1.0
PO07581,AFW Technologies Pty Ltd,60500,2022-06-30 01:39:48,2022-08-04 01:39:48,5.0,17.0,1.0
PO07940,Officeworks Ltd.,23008,2022-09-15 05:38:41,2022-10-20 05:38:41,3.0,4.0,1.0
PO08067,SANMINA CORPORATION,1008623-001,2022-10-21 03:21:27,2022-10-28 03:21:27,50.0,0.0,0.0
PO07867,Ferrotec USA Corp,29000,2022-08-31 23:05:31,2022-10-05 23:05:31,1.0,342.0,0.0
PO07913,Amphenol LTW (online order),29000,2022-09-12 05:09:23,2022-10-17 05:09:23,32.0,32.0,1.0
PO07913,Amphenol LTW (online order),24015,2022-09-12 05:09:23,2022-10-17 05:09:23,1.0,1.0,1.0
PO07818,RS Components Pty Ltd,29000,2022-08-16 04:21:55,2022-08-23 04:21:55,1.0,1.0,1.0
PO07819,RS Components Pty Ltd,29000,2022-08-16 04:26:28,2022-08-23 04:26:28,1.0,1.0,1.0
PO07865,Amazon (Online for PO's),60500,2022-08-31 03:54:31,2022-10-05 03:54:31,1.0,4.0,1.0
PO07966,Ink Station,24050,2022-09-22 23:16:03,2022-09-29 23:16:03,1.0,1.0,1.0
PO07966,Ink Station,24015,2022-09-22 23:16:03,2022-10-27 23:16:03,1.0,1.0,1.0
PO07820,RS Components Pty Ltd,29000,2022-08-16 04:43:21,2022-08-23 04:43:21,1.0,6.0,1.0
PO07827,RS Components Pty Ltd,23008,2022-08-18 22:52:40,2022-08-25 22:52:40,1.0,205.0,1.0
PO07891,Accelink Denmark A/S,29000,2022-09-06 05:17:23,2022-10-11 05:17:23,1.0,0.0,0.0
PO07784,Thorlabs Inc,29000,2022-08-03 00:12:39,2022-08-10 00:12:39,2.0,4.0,0.0
PO07882,Westfield Fasteners,29000,2022-09-05 01:58:49,2022-10-10 01:58:49,200.0,200.0,1.0
PO07882,Westfield Fasteners,24015,2022-09-05 01:58:49,2022-10-10 01:58:49,1.0,1.0,1.0
PO07894,Amazon (Online for PO's),24015,2022-09-06 23:41:40,2022-10-11 23:41:40,1.0,1.0,1.0
PO07894,Amazon (Online for PO's),29000,2022-09-06 23:41:40,2022-10-11 23:41:40,1.0,1.0,1.0
PO07886,Texas Instruments,29000,2022-09-05 23:49:54,2022-10-10 23:49:54,3.0,3.0,1.0
PO07933,NeoPhotonics Corporation,29000,2022-09-15 03:13:53,2022-10-20 03:13:53,80.0,80.0,1.0
PO07803,Altronics,29000,2022-08-10 23:07:44,2022-09-14 23:07:44,5.0,5.0,1.0
PO07803,Altronics,24015,2022-08-10 23:07:44,2022-09-14 23:07:44,1.0,1.0,1.0
PO08070,SANMINA CORPORATION,29000,2022-10-21 03:59:22,2022-11-25 03:59:22,1.0,0.0,0.0
PO08085,Digi-Key Electronics,1001568-001,2022-10-25 23:09:48,2022-11-15 23:09:48,10.0,10.0,1.0
PO07651,Open Wiring Systems,1007729-003,2022-07-12 05:16:30,2022-07-19 05:16:30,5.0,0.0,0.0
PO07453,"Sense Media Group Ltd., UK",28000,2022-06-09 05:24:34,2022-06-16 05:24:34,1.0,1.0,1.0
PO07194,Ibsen Photonics A/S,1009265-001,2022-04-05 05:07:37,2022-08-10 05:07:37,50.0,50.0,1.0
PO07884,Sydney Awards & Trophies,23240,2022-09-05 02:50:22,2022-09-12 02:50:22,1.0,18.0,1.0
PO07876,Element14 Pty Ltd,60500,2022-09-05 00:43:26,2022-10-10 00:43:26,20.0,20.0,1.0
PO07468,"DJ MODEL & TOOLING CO.,LIMITED",1007745-004,2022-06-14 01:33:07,2022-06-21 01:33:07,5.0,5.0,1.0
PO07468,"DJ MODEL & TOOLING CO.,LIMITED",1007744-004,2022-06-14 01:33:07,2022-06-21 01:33:07,5.0,5.0,1.0
PO07468,"DJ MODEL & TOOLING CO.,LIMITED",1003798-001,2022-06-14 01:33:07,2022-07-26 01:33:07,10.0,10.0,1.0
PO07468,"DJ MODEL & TOOLING CO.,LIMITED",1003751-001,2022-06-14 01:33:07,2022-07-26 01:33:07,10.0,10.0,1.0
PO07468,"DJ MODEL & TOOLING CO.,LIMITED",1003748-001,2022-06-14 01:33:07,2022-07-26 01:33:07,10.0,10.0,1.0
PO07468,"DJ MODEL & TOOLING CO.,LIMITED",1003753-001,2022-06-14 01:33:07,2022-07-19 01:33:07,10.0,10.0,1.0
PO07468,"DJ MODEL & TOOLING CO.,LIMITED",1003752-002,2022-06-14 01:33:07,2022-07-19 01:33:07,10.0,10.0,1.0
PO07468,"DJ MODEL & TOOLING CO.,LIMITED",1001480-001,2022-06-14 01:33:07,2022-07-19 01:33:07,5.0,5.0,1.0
PO07468,"DJ MODEL & TOOLING CO.,LIMITED",1001612-004,2022-06-14 01:33:07,2022-07-19 01:33:07,5.0,5.0,1.0
PO07439,"DJ MODEL & TOOLING CO.,LIMITED",1003798-001,2022-06-08 03:16:12,2022-07-20 03:16:12,10.0,10.0,1.0
PO07439,"DJ MODEL & TOOLING CO.,LIMITED",1003752-002,2022-06-08 03:16:12,2022-07-13 03:16:12,10.0,10.0,1.0
PO07439,"DJ MODEL & TOOLING CO.,LIMITED",1003748-001,2022-06-08 03:16:12,2022-07-20 03:16:12,10.0,10.0,1.0
PO07439,"DJ MODEL & TOOLING CO.,LIMITED",1003753-001,2022-06-08 03:16:12,2022-07-13 03:16:12,10.0,10.0,1.0
PO07439,"DJ MODEL & TOOLING CO.,LIMITED",1003751-001,2022-06-08 03:16:12,2022-07-20 03:16:12,10.0,10.0,1.0
PO07439,"DJ MODEL & TOOLING CO.,LIMITED",1007745-004,2022-06-08 03:16:12,2022-06-15 03:16:12,10.0,10.0,1.0
PO07439,"DJ MODEL & TOOLING CO.,LIMITED",1007744-004,2022-06-08 03:16:12,2022-06-15 03:16:12,10.0,10.0,1.0
PO07302,Digi-Key Electronics,1001569-001,2022-05-10 01:06:34,2022-05-24 01:06:34,10.0,10.0,1.0
PO07302,Digi-Key Electronics,1007390-001,2022-05-10 01:06:34,2022-05-17 01:06:34,10.0,10.0,1.0
PO07473,"Fuzhou Photop Optics Co., Ltd",1001078-003,2022-06-14 03:22:37,2022-08-02 03:22:37,15.0,15.0,1.0
PO07905,Texas Instruments,29000,2022-09-11 23:26:42,2022-10-16 23:26:42,32.0,64.0,1.0
PO08179,Sydney Electrical & Data Pty Ltd,23420,2022-11-16 23:19:12,2022-11-23 23:19:12,800.0,0.0,0.0
PO07448,Warren & Brown Technologies (AKA Warren Brown Tools),1007850-002,2022-06-08 04:40:54,2022-07-13 04:40:54,5.0,0.0,0.0
PO07448,Warren & Brown Technologies (AKA Warren Brown Tools),1007849-002,2022-06-08 04:40:54,2022-07-13 04:40:54,5.0,5.0,1.0
PO07469,Warren & Brown Technologies (AKA Warren Brown Tools),1007850-002,2022-06-14 01:37:08,2022-07-19 01:37:08,10.0,10.0,1.0
PO07469,Warren & Brown Technologies (AKA Warren Brown Tools),1007849-002,2022-06-14 01:37:08,2022-07-19 01:37:08,10.0,10.0,1.0
PO07904,Digi-Key Electronics,29000,2022-09-09 05:44:52,2022-10-14 05:44:52,10.0,20.0,1.0
PO07778,JC International Resources,29000,2022-08-02 12:46:42,2022-09-06 12:46:42,5.0,1.0,0.2
PO08202,New Forge Engineering Pty Ltd,1008209-002,2022-11-21 01:00:18,2022-11-28 01:00:18,30.0,30.0,1.0
PO07633,ARNOLD MAGNETICS （SHENZHEN）LTD,29000,2022-09-02 06:05:29,2022-10-07 06:05:29,10.0,10.0,1.0
PO07709,"Shanghai Lily Bearing Manufacturing Co.,Ltd",29000,2022-09-29 01:14:34,2022-11-03 01:14:34,10.0,20.0,1.0
PO07761,"Mouser Electronics, Inc.",29000,2022-07-29 01:52:04,2022-09-02 01:52:04,174.0,174.0,1.0
PO07824,JC International Resources,29000,2022-08-17 09:46:25,2022-09-21 09:46:25,32.0,320.0,1.0
PO07539,WIN SOURCE ELECTRONICS,29000,2022-07-08 04:55:02,2022-08-12 04:55:02,110.0,110.0,1.0
PO07826,Digi-Key Electronics,24015,2022-08-18 22:44:24,2022-09-22 22:44:24,1.0,1.0,1.0
PO07826,Digi-Key Electronics,29000,2022-08-18 22:44:24,2022-09-22 22:44:24,5.0,5.0,1.0
PO07828,Digi-Key Electronics,29000,2022-08-18 23:01:45,2022-09-22 23:01:45,20.0,20.0,1.0
PO07829,Digi-Key Electronics,29000,2022-08-18 23:14:17,2022-09-22 23:14:17,10.0,24.0,1.0
PO07746,Zhongshan Meisu Technology Co Ltd,29000,2022-07-27 22:29:05,2022-08-31 22:29:05,30.0,30.0,1.0
PO07796,RS Components Pty Ltd,1005049-001,2022-08-04 01:16:21,2022-09-01 01:16:21,10.0,10.0,1.0
PO07925,"Suzhou TFC Optical Communication Co.,Ltd",29000,2022-09-14 00:13:54,2022-10-19 00:13:54,10.0,0.0,0.0
PO07547,Alpha UV Systems Pty Ltd,29000,2022-06-27 02:10:33,2022-08-01 02:10:33,6.0,12.0,0.0
PO07547,Alpha UV Systems Pty Ltd,24015,2022-06-27 02:10:33,2022-08-01 02:10:33,1.0,1.0,1.0
PO07995,Chubb Fire & Security,23300,2022-10-05 22:01:15,2022-10-12 22:01:15,1.0,1.0,1.0
PO07573,CASIX,29000,2022-09-22 09:06:38,2022-10-27 09:06:38,80.0,21.0,0.2625
PO07449,Gorilla Circuits,1001147-035,2022-06-08 05:03:23,2022-07-20 05:03:23,20.0,25.0,0.2625
PO05726,Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1006311-001,2021-07-26 01:28:38,2021-08-30 01:28:38,5.0,5.0,1.0
PO07921,The Robot People (Collaborative Robots Australia Pty Limited),60500,2022-09-13 22:36:03,2022-10-18 22:36:03,1.0,2.0,1.0
PO07868,Digi-Key Electronics,29000,2022-08-31 23:58:10,2022-10-05 23:58:10,10.0,90.0,1.0
PO07776,Supagas Australia,29000,2022-08-02 05:10:37,2022-09-06 05:10:37,1.0,1.0,1.0
PO07970,Ink Station,24050,2022-09-23 03:29:28,2022-09-30 03:29:28,1.0,1.0,1.0
PO07927,PCBWay,29000,2022-09-14 05:32:14,2022-10-19 05:32:14,1.0,4.0,1.0
PO07927,PCBWay,24015,2022-09-14 05:32:14,2022-10-19 05:32:14,1.0,1.0,1.0
PO07880,Digi-Key Electronics,29000,2022-09-05 01:41:10,2022-10-10 01:41:10,2.0,2.0,1.0
PO07885,Digi-Key Electronics,24015,2022-09-05 23:14:12,2022-10-10 23:14:12,1.0,1.0,1.0
PO07885,Digi-Key Electronics,29000,2022-09-05 23:14:12,2022-10-10 23:14:12,5.0,5.0,1.0
PO08001,Sydney Awards & Trophies,23240,2022-10-06 22:58:18,2022-10-13 22:58:18,5.0,0.0,0.0
PO07789,JC International Resources,29000,2022-08-03 11:21:07,2022-09-07 11:21:07,32.0,0.0,0.0
PO07497,Micro Fasteners Pty Ltd,29000,2022-07-01 01:42:08,2022-08-05 01:42:08,100.0,100.0,1.0
PO07947,Focuslight,29000,2022-09-19 21:11:47,2022-10-24 21:11:47,100.0,0.0,0.0
PO07703,"Suzhou TFC Optical Communication Co.,Ltd",29000,2022-08-31 05:31:29,2022-10-05 05:31:29,80.0,5.0,0.0625
PO07952,Bulk Acrylics,23008,2022-09-20 04:42:54,2022-10-25 04:42:54,1.0,13.0,0.0625
PO07952,Bulk Acrylics,24015,2022-09-20 04:42:54,2022-10-25 04:42:54,1.0,1.0,1.0
PO07488,AT Precision Tooling,29000,2022-07-15 05:11:50,2022-08-19 05:11:50,5.0,40.0,1.0
PO06635,Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),29000,2021-12-07 23:09:03,2022-01-11 23:09:03,1.0,0.0,0.0
PO07972,JC International Resources,29000,2022-09-23 09:16:23,2022-10-28 09:16:23,50.0,50.0,1.0
PO07954,Howards Storage World,29000,2022-09-20 04:54:12,2022-10-25 04:54:12,1.0,1.0,1.0
PO07954,Howards Storage World,24015,2022-09-20 04:54:12,2022-10-25 04:54:12,1.0,1.0,1.0
PO07138,Gorilla Circuits,1007191-020,2022-03-21 01:02:37,2022-03-28 01:02:37,15.0,15.0,1.0
PO07930,Thorlabs Inc,29000,2022-09-14 23:12:02,2022-09-21 23:12:02,5.0,5.0,1.0
PO07922,Senko Advanced Components Australia Pty Ltd,29000,2022-09-13 22:47:19,2022-10-18 22:47:19,1.0,101.0,1.0
PO07825,Senko Advanced Components Australia Pty Ltd,29000,2022-08-17 23:24:56,2022-09-21 23:24:56,1.0,101.0,1.0
PO08004,"Suzhou TFC Optical Communication Co.,Ltd",29000,2022-10-07 03:06:45,2022-11-11 03:06:45,75.0,0.0,0.0
PO07843,Altronics,60500,2022-08-24 00:15:23,2022-09-28 00:15:23,3.0,4.0,0.0
PO07767,Element14 Pty Ltd,60500,2022-07-29 05:20:44,2022-09-02 05:20:44,1.0,3.0,0.0
PO07844,Altronics,29000,2022-08-24 00:30:06,2022-09-28 00:30:06,20.0,20.0,1.0
PO07844,Altronics,24015,2022-08-24 00:30:06,2022-09-28 00:30:06,1.0,1.0,1.0
PO07854,Digi-Key Electronics,29000,2022-08-26 11:13:04,2022-09-30 11:13:04,11.0,44.0,1.0
PO07969,"KYOCERA INTERNATIONAL, INC",29000,2022-09-23 02:08:14,2022-10-28 02:08:14,1.0,0.0,0.0
PO07454,AT Precision Tooling,29000,2022-06-09 23:00:12,2022-07-14 23:00:12,5.0,20.0,0.0
PO07946,CASIX,29000,2022-09-19 13:01:51,2022-10-24 13:01:51,10.0,0.0,0.0
PO07713,CASIX,29000,2022-07-21 03:04:59,2022-08-25 03:04:59,20.0,20.0,1.0
PO07558,"DJ MODEL & TOOLING CO.,LIMITED",29000,2022-06-27 21:08:47,2022-07-04 21:08:47,60.0,17.0,0.2833333333333333
PO07830,Custom Optics ,29000,2022-08-20 01:15:34,2022-09-24 01:15:34,1.0,1.0,1.0
PO07482,Bondline Static Control Solution Pty Ltd,29000,2022-06-14 23:45:14,2022-07-19 23:45:14,1.0,3.0,1.0
PO07941,JC International Resources,29000,2022-09-16 00:45:35,2022-10-21 00:45:35,45.0,45.0,1.0
PO07968,SAMTEC ASIA PACIFIC PTE LTD,60500,2022-09-23 01:39:29,2022-10-28 01:39:29,1.0,1.0,1.0
PO07847,HCL Technologies Ltd.,23230,2022-08-24 01:47:31,2022-08-31 01:47:31,189.0,171.0,0.9047619047619048
PO07850,Micro Fasteners Pty Ltd,29000,2022-08-25 23:51:41,2022-09-29 23:51:41,500.0,1000.0,0.9047619047619048
PO07979,4design,23230,2022-09-26 23:22:39,2022-10-03 23:22:39,1.0,0.0,0.0
PO07943,4design,23220,2022-09-18 23:35:49,2022-09-25 23:35:49,1.0,0.0,0.0
PO07851,RS Components Pty Ltd,1005732-001,2022-08-26 00:30:09,2022-09-23 00:30:09,50.0,50.0,1.0
PO07851,RS Components Pty Ltd,1007809-001,2022-08-26 00:30:09,2022-09-02 00:30:09,1.0,1.0,1.0
PO07839,RS Components Pty Ltd,29000,2022-08-23 23:19:07,2022-08-30 23:19:07,1.0,24.0,1.0
PO07471,"Fujian Dayoptics, Inc",1001343-003,2022-06-14 01:51:44,2022-07-26 01:51:44,10.0,10.0,1.0
PO07471,"Fujian Dayoptics, Inc",1003742-002,2022-06-14 01:51:44,2022-07-26 01:51:44,25.0,25.0,1.0
PO07447,"Fujian Dayoptics, Inc",1001343-003,2022-06-08 04:37:46,2022-07-20 04:37:46,10.0,10.0,1.0
PO07447,"Fujian Dayoptics, Inc",1003742-002,2022-06-08 04:37:46,2022-07-20 04:37:46,20.0,20.0,1.0
PO07855,JC International Resources,29000,2022-08-26 11:31:42,2022-09-30 11:31:42,128.0,128.0,1.0
PO07864,RS Components Pty Ltd,29000,2022-08-31 00:13:39,2022-09-07 00:13:39,1.0,21.0,1.0
PO07845,TECDIA INC,29000,2022-08-24 00:41:05,2022-09-28 00:41:05,400.0,400.0,1.0
PO07869,Element14 Pty Ltd,60500,2022-09-01 01:36:52,2022-10-06 01:36:52,1.0,3.0,1.0
PO07897,Element14 Pty Ltd,60500,2022-09-07 05:01:24,2022-10-12 05:01:24,1.0,3.0,1.0
PO07435,Zhongshan Meisu Technology Co Ltd,29000,2022-06-07 03:34:07,2022-07-12 03:34:07,15.0,15.0,1.0
PO07813,JC International Resources,23008,2022-08-15 00:00:37,2022-08-22 00:00:37,500.0,500.0,1.0
PO07875,JC International Resources,29000,2022-09-05 00:10:08,2022-10-10 00:10:08,62.0,62.0,1.0
PO07914,Jubilee Spring Co,1007746-003,2022-09-12 05:54:10,2022-09-19 05:54:10,30.0,30.0,1.0
PO07822,Thorlabs Inc,29000,2022-08-17 23:02:14,2022-08-24 23:02:14,4.0,16.0,1.0
PO07959,Close The Loop,23430,2022-09-20 23:13:59,2022-09-27 23:13:59,2.0,2.0,1.0
PO07957,Compass Assurance Services,29000,2022-09-20 05:33:49,2022-10-25 05:33:49,1.0,0.0,0.0
PO07908,"Mouser Electronics, Inc.",29000,2022-09-12 01:11:43,2022-10-17 01:11:43,1.0,3.0,0.0
PO07967,Sanitiser Solutions Australia,23008,2022-09-22 23:42:08,2022-10-27 23:42:08,14.0,14.0,1.0
PO07967,Sanitiser Solutions Australia,24015,2022-09-22 23:42:08,2022-10-27 23:42:08,1.0,1.0,1.0
PO07748,Thorlabs Inc,29000,2022-07-27 22:45:04,2022-08-03 22:45:04,2.0,19.0,1.0
PO07597,Zhongshan Meisu Technology Co Ltd,29000,2022-08-26 00:40:00,2022-09-30 00:40:00,80.0,80.0,1.0
PO07892,Electronic Development Sales,60500,2022-09-06 23:15:51,2022-10-11 23:15:51,1.0,6.0,1.0
PO07518,Axetris,29000,2022-06-21 20:51:58,2022-07-26 20:51:58,600.0,1008.0,1.0
PO07991,Papaya Content Marketing (name changed from Brand Voice Content),28000,2022-10-04 04:27:21,2022-11-08 04:27:21,1.0,1.0,1.0
PO07862,Mektronics Australia Pty Ltd,23008,2022-08-29 23:58:18,2022-10-03 23:58:18,5.0,35.0,1.0
PO07465,Phononic,29000,2022-06-13 20:16:42,2022-07-18 20:16:42,100.0,100.0,1.0
PO07815,Zhongshan Meisu Technology Co Ltd,29000,2022-08-15 23:58:40,2022-09-19 23:58:40,5.0,5.0,1.0
PO07264,Swift Act,29000,2022-04-29 00:46:06,2022-06-03 00:46:06,333.0,333.0,1.0
PO07846,HCL Technologies Ltd.,23230,2022-08-24 01:39:21,2022-08-31 01:39:21,657.0,306.0,0.4657534246575342
PO07596,"DJ MODEL & TOOLING CO.,LIMITED",29000,2022-06-30 23:13:59,2022-07-07 23:13:59,10.0,10.0,1.0
PO07604,"DJ MODEL & TOOLING CO.,LIMITED",29000,2022-07-11 22:53:45,2022-07-18 22:53:45,30.0,36.0,1.0
PO07502,"Fuzhou Photop Optics Co., Ltd",29000,2022-09-02 00:52:24,2022-10-07 00:52:24,25.0,153.0,1.0
PO07613,"DJ MODEL & TOOLING CO.,LIMITED",29000,2022-07-05 01:41:24,2022-07-12 01:41:24,10.0,10.0,1.0
PO07627,"DJ MODEL & TOOLING CO.,LIMITED",29000,2022-07-06 22:47:18,2022-07-13 22:47:18,7.0,8.0,1.0
PO07866,Maytec Australia Pty Ltd,60500,2022-08-31 04:07:30,2022-09-07 04:07:30,1.0,8.0,1.0
